Unnamed: 0,carat,cut,cut_ord,color,clarity,clarity_ord,price,color_ord
38737,0.3,Premium,4,H,VS2,5,608,4
38738,0.32,Ideal,5,G,IF,8,918,4
38739,0.31,Ideal,5,D,VS2,5,734,5
38740,0.91,Ideal,5,E,SI1,3,5252,5
38741,0.5,Very Good,3,F,VS1,4,1550,5
38742,0.3,Ideal,5,D,VVS2,6,814,5
38743,0.51,Premium,4,F,SI2,2,956,5
38744,0.23,Good,2,F,VVS1,7,458,5
38745,0.81,Ideal,5,H,VS2,5,3084,4
38746,0.51,Ideal,5,F,VS2,5,1583,5
38747,0.51,Ideal,5,F,VS2,5,1562,5
38748,0.93,Very Good,3,F,SI1,3,4081,5
38749,0.95,Very Good,3,G,SI2,2,4194,4
38750,0.38,Ideal,5,H,IF,8,1064,4
38751,0.92,Ideal,5,E,SI1,3,5516,5
38752,0.37,Ideal,5,H,VS1,4,668,4
38753,0.31,Ideal,5,D,SI1,3,692,5
38754,1.0,Premium,4,E,SI2,2,4704,5
38755,1.71,Very Good,3,F,VS1,4,17685,5
38756,0.91,Very Good,3,E,SI2,2,3936,5
38757,0.3,Premium,4,H,VS2,5,608,4
38758,0.33,Very Good,3,H,VS1,4,579,4
38759,1.86,Very Good,3,J,VS2,5,10798,4
38760,0.32,Very Good,3,H,VS1,4,561,4
38761,0.41,Good,2,G,SI2,2,784,4
38762,0.4,Good,2,I,VS2,5,695,4
38763,0.7,Premium,4,G,SI1,3,2170,4
38764,0.4,Very Good,3,E,SI2,2,798,5
38765,0.52,Ideal,5,I,VVS2,6,1376,4
38766,0.51,Very Good,3,G,IF,8,2084,4
38767,1.0,Very Good,3,D,SI1,3,5621,5
38768,0.53,Premium,4,G,VS1,4,1727,4
38769,0.32,Ideal,5,G,VS1,4,645,4
38770,0.31,Ideal,5,E,VVS1,7,1105,5
38771,0.34,Very Good,3,H,VS2,5,537,4
38772,1.2,Ideal,5,I,VS2,5,5634,4
38773,0.52,Ideal,5,E,VS2,5,1694,5
38774,0.34,Ideal,5,H,VVS2,6,686,4
38775,1.59,Premium,4,I,VS2,5,10471,4
38776,1.01,Ideal,5,H,SI1,3,4559,4
38777,0.32,Premium,4,F,VS2,5,828,5
38778,0.73,Good,2,F,SI1,3,2435,5
38779,0.51,Premium,4,D,VS2,5,1882,5
38780,0.54,Premium,4,D,VS2,5,1913,5
38781,1.04,Ideal,5,I,SI1,3,4423,4
38782,1.09,Ideal,5,G,VS1,4,8296,4
38783,0.31,Ideal,5,E,VVS1,7,853,5
38784,0.32,Ideal,5,G,VVS2,6,936,4
38785,0.23,Very Good,3,E,VVS2,6,505,5
38786,0.52,Ideal,5,G,VVS2,6,1835,4
38787,2.18,Ideal,5,I,SI2,2,14870,4
38788,1.05,Premium,4,F,SI2,2,4354,5
38789,0.33,Ideal,5,G,VS1,4,666,4
38790,0.3,Premium,4,D,VS1,4,914,5
38791,0.42,Ideal,5,E,VS2,5,958,5
38792,1.02,Ideal,5,G,VS2,5,5816,4
38793,0.6,Very Good,3,J,VS2,5,1262,4
38794,0.9,Ideal,5,H,VS1,4,4428,4
38795,0.81,Very Good,3,E,VS2,5,3839,5
38796,0.91,Ideal,5,G,SI2,2,4360,4
38797,0.42,Premium,4,G,VS1,4,984,4
38798,0.41,Ideal,5,E,VS1,4,1153,5
38799,0.7,Premium,4,E,SI1,3,2777,5
38800,2.28,Ideal,5,G,SI2,2,13907,4
38801,0.6,Very Good,3,D,VS2,5,1984,5
38802,0.29,Very Good,3,G,VVS1,7,607,4
38803,0.73,Fair,1,G,SI2,2,2050,4
38804,1.06,Ideal,5,I,VVS1,7,6945,4
38805,1.15,Ideal,5,H,SI1,3,6106,4
38806,0.36,Premium,4,H,VS1,4,631,4
38807,0.24,Premium,4,E,VS2,5,536,5
38808,0.31,Ideal,5,D,SI1,3,732,5
38809,0.32,Ideal,5,G,VS1,4,828,4
38810,0.3,Ideal,5,I,VVS1,7,552,4
38811,0.3,Fair,1,F,VVS2,6,743,5
38812,0.31,Ideal,5,J,VS2,5,400,4
38813,0.34,Very Good,3,E,SI1,3,765,5
38814,1.03,Premium,4,H,SI1,3,4932,4
38815,0.34,Premium,4,G,VS2,5,765,4
38816,1.51,Very Good,3,F,VS2,5,14165,5
38817,1.3,Ideal,5,F,VVS2,6,12629,5
38818,1.65,Very Good,3,H,VS1,4,12773,4
38819,0.94,Very Good,3,G,SI2,2,3351,4
38820,0.59,Ideal,5,D,SI2,2,1419,5
38821,0.51,Ideal,5,H,SI1,3,1192,4
38822,0.32,Ideal,5,E,VS1,4,758,5
38823,2.01,Very Good,3,G,SI1,3,18077,4
38824,0.73,Very Good,3,I,VS1,4,2288,4
38825,0.31,Ideal,5,G,SI1,3,593,4
38826,1.08,Ideal,5,E,SI1,3,5189,5
38827,0.35,Ideal,5,D,VVS2,6,1162,5
38828,0.43,Ideal,5,H,VS2,5,857,4
38829,0.93,Premium,4,F,SI1,3,4373,5
38830,1.0,Premium,4,E,VS2,5,6720,5
38831,1.01,Very Good,3,I,SI2,2,3770,4
38832,1.51,Fair,1,H,SI1,3,9386,4
38833,1.02,Premium,4,G,SI2,2,3822,4
38834,0.7,Ideal,5,F,VS1,4,2839,5
38835,1.11,Premium,4,H,SI1,3,5315,4
38836,0.3,Ideal,5,F,IF,8,873,5
38837,0.9,Good,2,I,IF,8,3734,4
38838,0.3,Ideal,5,H,IF,8,789,4
38839,0.59,Very Good,3,F,SI1,3,1595,5
38840,0.5,Ideal,5,J,SI1,3,895,4
38841,0.41,Ideal,5,E,VVS1,7,1431,5
38842,1.11,Premium,4,H,SI2,2,4662,4
38843,1.01,Ideal,5,G,VS2,5,6734,4
38844,0.31,Ideal,5,E,VS2,5,872,5
38845,1.23,Premium,4,E,SI2,2,5929,5
38846,1.03,Very Good,3,G,I1,1,3018,4
38847,1.21,Premium,4,J,SI1,3,5266,4
38848,1.52,Premium,4,G,VS1,4,14424,4
38849,2.03,Very Good,3,H,SI2,2,16442,4
38850,0.32,Ideal,5,G,VVS1,7,796,4
38851,1.5,Premium,4,G,VS2,5,12308,4
38852,0.69,Very Good,3,F,SI1,3,1951,5
38853,0.41,Ideal,5,F,VVS2,6,1115,5
38854,1.18,Premium,4,I,SI1,3,5088,4
38855,0.31,Very Good,3,E,VVS1,7,752,5
38856,1.01,Ideal,5,I,VS1,4,5231,4
38857,0.63,Ideal,5,D,IF,8,6607,5
38858,1.01,Very Good,3,H,VS2,5,5393,4
38859,0.41,Very Good,3,G,VVS1,7,1151,4
38860,1.68,Ideal,5,H,VS2,5,13427,4
38861,0.3,Very Good,3,F,VS2,5,605,5
38862,1.04,Ideal,5,E,SI1,3,5528,5
38863,1.16,Premium,4,F,SI2,2,4476,5
38864,1.2,Premium,4,E,SI2,2,5779,5
38865,0.5,Very Good,3,F,VS1,4,1738,5
38866,0.93,Very Good,3,E,SI2,2,3746,5
38867,1.04,Ideal,5,H,SI2,2,4461,4
38868,1.04,Premium,4,J,SI1,3,4036,4
38869,0.35,Ideal,5,F,VVS1,7,994,5
38870,0.67,Very Good,3,G,VS2,5,2131,4
38871,0.91,Premium,4,E,VS1,4,5057,5
38872,0.4,Ideal,5,E,VS1,4,951,5
38873,0.78,Ideal,5,D,VS2,5,3736,5
38874,0.46,Ideal,5,G,VVS1,7,1800,4
38875,1.51,Very Good,3,G,VS1,4,12430,4
38876,1.16,Premium,4,G,VS1,4,7962,4
38877,1.76,Very Good,3,J,SI2,2,9053,4
38878,1.13,Ideal,5,E,SI2,2,4303,5
38879,0.7,Ideal,5,F,VS2,5,2535,5
38880,1.52,Ideal,5,H,SI1,3,9700,4
38881,0.9,Very Good,3,H,SI1,3,3437,4
38882,1.24,Ideal,5,G,VVS2,6,11601,4
38883,0.75,Very Good,3,F,SI2,2,2111,5
38884,1.12,Premium,4,G,I1,1,2383,4
38885,0.33,Ideal,5,D,SI2,2,492,5
38886,1.71,Good,2,F,SI2,2,6971,5
38887,0.72,Ideal,5,I,VS2,5,2347,4
38888,1.1,Very Good,3,H,SI1,3,4689,4
38889,0.43,Ideal,5,H,SI1,3,919,4
38890,0.7,Good,2,E,VS1,4,3277,5
38891,0.36,Premium,4,E,VS2,5,1080,5
38892,1.51,Ideal,5,G,VS2,5,12626,4
38893,0.5,Very Good,3,F,VS2,5,1436,5
38894,1.02,Premium,4,F,VVS1,7,9980,5
38895,0.73,Ideal,5,E,SI1,3,2914,5
38896,0.43,Good,2,F,SI1,3,739,5
38897,0.77,Premium,4,E,SI2,2,2360,5
38898,0.34,Ideal,5,F,VS1,4,764,5
38899,0.41,Ideal,5,E,VS1,4,1115,5
38900,0.57,Premium,4,F,SI2,2,1176,5
38901,0.7,Fair,1,F,SI1,3,2167,5
38902,0.57,Good,2,F,VS2,5,1642,5
38903,0.41,Premium,4,H,SI1,3,876,4
38904,1.01,Premium,4,E,SI1,3,4853,5
38905,0.42,Premium,4,G,VVS1,7,1235,4
38906,0.3,Ideal,5,D,VS2,5,710,5
38907,0.7,Ideal,5,F,VS1,4,3162,5
38908,1.05,Ideal,5,G,VS1,4,7247,4
38909,1.25,Ideal,5,H,VVS2,6,8036,4
38910,0.31,Good,2,F,VS2,5,744,5
38911,0.91,Very Good,3,E,SI1,3,4434,5
38912,1.56,Ideal,5,G,VVS2,6,15609,4
38913,0.3,Ideal,5,H,VVS2,6,776,4
38914,1.2,Ideal,5,D,SI2,2,6636,5
38915,0.39,Ideal,5,I,VVS1,7,820,4
38916,0.3,Ideal,5,G,IF,8,863,4
38917,1.01,Good,2,E,SI2,2,4506,5
38918,1.2,Premium,4,H,SI1,3,5822,4
38919,1.46,Very Good,3,I,SI1,3,7387,4
38920,1.05,Premium,4,H,SI2,2,4116,4
38921,0.84,Good,2,E,SI1,3,3577,5
38922,0.76,Ideal,5,H,VS2,5,3016,4
38923,1.54,Premium,4,G,VS2,5,13292,4
38924,1.46,Very Good,3,I,SI1,3,7146,4
38925,0.41,Premium,4,H,SI1,3,683,4
38926,0.6,Very Good,3,J,SI2,2,1022,4
38927,0.77,Ideal,5,H,SI2,2,2302,4
38928,0.35,Ideal,5,G,VS1,4,706,4
38929,0.5,Very Good,3,E,VS2,5,1583,5
38930,1.02,Ideal,5,G,SI1,3,4708,4
38931,1.0,Ideal,5,H,SI2,2,4649,4
38932,0.3,Ideal,5,I,VVS1,7,709,4
38933,1.2,Premium,4,G,SI1,3,5947,4
38934,0.7,Ideal,5,G,SI1,3,2352,4
38935,1.01,Very Good,3,H,VS2,5,4559,4
38936,0.31,Ideal,5,F,SI1,3,516,5
38937,0.72,Very Good,3,F,SI1,3,2670,5
38938,1.01,Very Good,3,E,VS2,5,6956,5
38939,1.51,Very Good,3,G,VS2,5,12756,4
38940,1.07,Premium,4,H,SI1,3,4764,4
38941,0.32,Premium,4,I,SI2,2,530,4
38942,1.01,Premium,4,H,SI2,2,3394,4
38943,0.7,Very Good,3,J,VS2,5,1997,4
38944,0.9,Very Good,3,F,SI2,2,3519,5
38945,2.13,Ideal,5,H,SI1,3,18275,4
38946,2.0,Ideal,5,H,SI2,2,11988,4
38947,0.71,Ideal,5,I,SI1,3,2218,4
38948,0.27,Ideal,5,E,VVS1,7,659,5
38949,0.3,Ideal,5,I,VS1,4,518,4
38950,0.31,Premium,4,D,VVS2,6,988,5
38951,0.5,Very Good,3,I,SI1,3,1048,4
38952,1.2,Ideal,5,I,SI1,3,5174,4
38953,2.02,Premium,4,H,SI2,2,17166,4
38954,1.5,Good,2,D,SI1,3,9718,5
38955,0.4,Ideal,5,G,VVS1,7,1097,4
38956,0.51,Ideal,5,G,VVS1,7,1933,4
38957,0.3,Premium,4,G,VS2,5,675,4
38958,0.34,Ideal,5,G,VVS1,7,895,4
38959,1.01,Good,2,D,VS2,5,6176,5
38960,1.01,Premium,4,G,VS2,5,6108,4
38961,1.19,Very Good,3,G,SI1,3,6127,4
38962,0.7,Ideal,5,I,SI1,3,2110,4
38963,1.55,Ideal,5,G,VVS2,6,15794,4
38964,1.02,Premium,4,F,SI2,2,3686,5
38965,0.9,Good,2,E,VS2,5,4203,5
38966,1.78,Ideal,5,H,SI1,3,12843,4
38967,1.12,Ideal,5,H,SI1,3,5457,4
38968,0.71,Ideal,5,G,SI1,3,2345,4
38969,0.37,Premium,4,D,VS1,4,1006,5
38970,1.03,Very Good,3,D,VS1,4,8437,5
38971,0.34,Ideal,5,G,VS2,5,765,4
38972,0.71,Good,2,E,SI2,2,2390,5
38973,1.0,Very Good,3,G,SI1,3,4218,4
38974,1.08,Ideal,5,H,SI1,3,4740,4
38975,1.64,Ideal,5,J,VS2,5,9251,4
38976,0.55,Ideal,5,F,SI1,3,1316,5
38977,1.7,Good,2,H,SI1,3,9158,4
38978,0.41,Very Good,3,F,SI1,3,801,5
38979,1.17,Ideal,5,D,SI2,2,5842,5
38980,0.51,Ideal,5,F,VVS2,6,1998,5
38981,1.2,Premium,4,H,SI2,2,5040,4
38982,0.52,Very Good,3,I,VS1,4,1262,4
38983,1.65,Premium,4,I,SI2,2,8590,4
38984,0.41,Very Good,3,E,SI1,3,725,5
38985,1.71,Premium,4,J,SI1,3,7757,4
38986,0.58,Ideal,5,G,VVS2,6,2133,4
38987,0.4,Good,2,E,SI2,2,622,5
38988,0.91,Premium,4,E,VS1,4,5167,5
38989,0.33,Ideal,5,F,VVS2,6,761,5
38990,0.42,Ideal,5,F,VS1,4,1228,5
38991,0.51,Ideal,5,E,SI2,2,1268,5
38992,0.93,Ideal,5,E,SI1,3,4229,5
38993,0.41,Very Good,3,F,VS1,4,1007,5
38994,0.4,Premium,4,G,SI1,3,900,4
38995,0.56,Ideal,5,E,VS2,5,1819,5
38996,0.42,Premium,4,D,SI1,3,810,5
38997,0.3,Ideal,5,E,VVS1,7,838,5
38998,1.25,Ideal,5,D,VS2,5,10114,5
38999,1.02,Very Good,3,F,SI2,2,4162,5
39000,0.3,Premium,4,F,VS2,5,605,5
39001,0.8,Very Good,3,F,VS1,4,3720,5
39002,0.67,Premium,4,F,VS2,5,2211,5
39003,0.55,Ideal,5,H,VVS1,7,1845,4
39004,1.2,Very Good,3,H,SI2,2,5408,4
39005,0.7,Very Good,3,F,SI1,3,2155,5
39006,0.71,Very Good,3,F,VS2,5,2994,5
39007,1.2,Premium,4,H,SI1,3,6129,4
39008,0.71,Ideal,5,D,VS2,5,3137,5
39009,0.3,Ideal,5,D,VS2,5,911,5
39010,0.35,Premium,4,G,IF,8,1116,4
39011,0.6,Ideal,5,F,VVS2,6,2822,5
39012,0.56,Ideal,5,G,VS2,5,1580,4
39013,0.42,Ideal,5,I,SI1,3,833,4
39014,0.39,Premium,4,D,VS2,5,1024,5
39015,0.31,Ideal,5,G,VVS2,6,907,4
39016,0.59,Premium,4,D,SI2,2,1590,5
39017,0.31,Ideal,5,J,SI2,2,344,4
39018,0.91,Premium,4,F,SI1,3,4036,5
39019,0.41,Very Good,3,E,VS1,4,931,5
39020,0.54,Ideal,5,D,VS1,4,2378,5
39021,0.34,Very Good,3,E,VS1,4,784,5
39022,1.2,Ideal,5,I,VS1,4,6380,4
39023,0.3,Very Good,3,F,VS2,5,605,5
39024,1.12,Ideal,5,G,VS2,5,6209,4
39025,0.51,Ideal,5,D,VS1,4,1962,5
39026,2.18,Very Good,3,F,SI2,2,12099,5
39027,0.36,Ideal,5,E,VS1,4,1094,5
39028,0.71,Fair,1,F,IF,8,3205,5
39029,0.53,Very Good,3,E,VS2,5,1653,5
39030,0.39,Premium,4,F,VS1,4,1010,5
39031,1.11,Very Good,3,G,VS2,5,6593,4
39032,0.41,Ideal,5,F,SI1,3,909,5
39033,0.41,Very Good,3,F,VVS1,7,1186,5
39034,1.01,Good,2,H,SI1,3,4610,4
39035,0.82,Premium,4,E,SI2,2,2593,5
39036,0.32,Ideal,5,D,VVS1,7,1140,5
39037,0.31,Very Good,3,E,SI1,3,698,5
39038,0.43,Very Good,3,G,SI1,3,774,4
39039,0.7,Ideal,5,I,VS1,4,2142,4
39040,0.29,Ideal,5,E,VVS2,6,669,5
39041,0.53,Ideal,5,D,SI1,3,1566,5
39042,0.51,Very Good,3,G,VS1,4,1656,4
39043,0.71,Ideal,5,E,VS2,5,2776,5
39044,0.71,Ideal,5,G,VVS1,7,4015,4
39045,0.56,Ideal,5,D,VS2,5,2066,5
39046,0.84,Ideal,5,J,VS2,5,2376,4
39047,0.81,Ideal,5,F,SI2,2,3303,5
39048,1.21,Premium,4,I,SI1,3,5556,4
39049,1.07,Premium,4,G,SI2,2,4278,4
39050,0.2,Premium,4,E,VS2,5,367,5
39051,2.07,Ideal,5,I,SI1,3,14857,4
39052,0.53,Ideal,5,E,SI1,3,1303,5
39053,0.53,Ideal,5,D,SI1,3,1631,5
39054,0.9,Fair,1,D,VS2,5,3931,5
39055,0.51,Premium,4,E,SI1,3,1546,5
39056,0.72,Ideal,5,H,SI1,3,2398,4
39057,1.03,Ideal,5,D,SI1,3,5804,5
39058,1.1,Very Good,3,H,SI1,3,4938,4
39059,1.01,Good,2,G,VS1,4,6247,4
39060,1.01,Very Good,3,F,SI2,2,3709,5
39061,0.3,Ideal,5,F,VVS2,6,736,5
39062,0.93,Premium,4,E,SI1,3,4229,5
39063,0.3,Premium,4,E,SI2,2,504,5
39064,0.7,Ideal,5,F,SI1,3,3119,5
39065,1.2,Very Good,3,I,SI1,3,5955,4
39066,1.51,Ideal,5,G,VVS2,6,15529,4
39067,0.71,Fair,1,H,VS1,4,2401,4
39068,1.26,Ideal,5,G,VS1,4,9907,4
39069,1.0,Very Good,3,H,SI1,3,4467,4
39070,0.89,Ideal,5,E,SI2,2,3429,5
39071,0.35,Very Good,3,G,VVS1,7,859,4
39072,2.01,Premium,4,J,VS2,5,13228,4
39073,0.31,Ideal,5,F,VS2,5,591,5
39074,1.05,Very Good,3,G,SI1,3,5019,4
39075,1.01,Premium,4,I,SI1,3,4185,4
39076,0.42,Ideal,5,G,VS2,5,1087,4
39077,0.36,Very Good,3,F,VS2,5,741,5
39078,0.35,Premium,4,G,VS1,4,906,4
39079,0.31,Premium,4,F,VS2,5,802,5
39080,1.0,Good,2,F,SI1,3,4586,5
39081,0.41,Premium,4,G,VS1,4,961,4
39082,1.3,Premium,4,E,SI2,2,5751,5
39083,1.76,Premium,4,H,VS2,5,13626,4
39084,0.9,Good,2,F,SI1,3,3696,5
39085,0.31,Very Good,3,E,VVS2,6,704,5
39086,1.0,Fair,1,I,SI2,2,3348,4
39087,0.7,Premium,4,F,SI1,3,2239,5
39088,0.36,Ideal,5,D,SI1,3,663,5
39089,0.58,Very Good,3,F,VS1,4,2001,5
39090,0.32,Premium,4,I,VVS2,6,720,4
39091,0.76,Ideal,5,J,VS2,5,2026,4
39092,1.02,Premium,4,F,SI1,3,5089,5
39093,1.51,Premium,4,E,VS2,5,14171,5
39094,0.52,Ideal,5,G,VS2,5,1595,4
39095,0.9,Premium,4,F,SI2,2,3704,5
39096,0.53,Ideal,5,G,SI1,3,1255,4
39097,0.92,Ideal,5,G,SI2,2,4406,4
39098,0.82,Very Good,3,E,VS2,5,4135,5
39099,0.61,Ideal,5,F,VVS2,6,2634,5
39100,0.72,Ideal,5,D,VS2,5,4082,5
39101,0.56,Ideal,5,D,VS2,5,1846,5
39102,1.28,Very Good,3,I,SI1,3,5920,4
39103,0.9,Premium,4,E,SI2,2,3856,5
39104,2.21,Premium,4,J,SI2,2,13642,4
39105,1.5,Premium,4,H,SI2,2,8148,4
39106,1.5,Good,2,F,VS2,5,12693,5
39107,1.2,Premium,4,F,SI2,2,5712,5
39108,0.23,Very Good,3,E,VVS2,6,465,5
39109,0.42,Ideal,5,E,SI2,2,898,5
39110,0.4,Ideal,5,E,SI1,3,694,5
39111,1.35,Very Good,3,I,SI2,2,5579,4
39112,0.73,Ideal,5,D,SI1,3,2995,5
39113,1.11,Ideal,5,D,SI2,2,5501,5
39114,0.3,Ideal,5,E,VS2,5,844,5
39115,1.02,Ideal,5,G,VS1,4,7129,4
39116,0.74,Premium,4,F,SI2,2,2328,5
39117,0.39,Premium,4,G,VS2,5,942,4
39118,0.72,Premium,4,D,VS2,5,2721,5
39119,0.25,Ideal,5,E,VVS1,7,740,5
39120,0.73,Ideal,5,D,VS2,5,3735,5
39121,1.33,Premium,4,G,SI2,2,4634,4
39122,0.31,Ideal,5,E,VS1,4,734,5
39123,0.9,Ideal,5,F,VS2,5,6830,5
39124,1.14,Premium,4,F,SI2,2,4399,5
39125,1.2,Ideal,5,H,VS2,5,5833,4
39126,1.01,Very Good,3,G,SI1,3,5231,4
39127,1.24,Very Good,3,J,SI2,2,3791,4
39128,0.53,Very Good,3,D,VVS2,6,2782,5
39129,1.05,Premium,4,E,IF,8,11838,5
39130,0.34,Ideal,5,H,VVS1,7,722,4
39131,1.69,Ideal,5,D,SI1,3,15011,5
39132,1.02,Good,2,G,VVS1,7,7861,4
39133,1.01,Very Good,3,E,VS2,5,6787,5
39134,0.38,Ideal,5,G,VS2,5,743,4
39135,1.68,Ideal,5,G,SI1,3,12075,4
39136,0.5,Very Good,3,E,SI2,2,1046,5
39137,0.38,Good,2,F,VS2,5,719,5
39138,1.61,Premium,4,F,SI1,3,10477,5
39139,0.43,Premium,4,G,VS2,5,1113,4
39140,0.41,Ideal,5,E,VS1,4,964,5
39141,0.71,Very Good,3,D,SI2,2,2279,5
39142,0.43,Very Good,3,J,VVS2,6,774,4
39143,0.32,Ideal,5,H,VVS1,7,730,4
39144,0.3,Ideal,5,G,VS2,5,545,4
39145,0.8,Ideal,5,H,VS2,5,3153,4
39146,0.4,Ideal,5,F,VS2,5,1059,5
39147,0.75,Premium,4,I,SI2,2,2070,4
39148,1.27,Ideal,5,I,VS1,4,6396,4
39149,1.01,Very Good,3,G,VS2,5,6204,4
39150,0.5,Premium,4,E,VS2,5,1581,5
39151,2.01,Premium,4,I,VS2,5,17433,4
39152,0.41,Very Good,3,H,SI1,3,778,4
39153,0.7,Very Good,3,G,VS1,4,2613,4
39154,2.1,Very Good,3,G,SI2,2,13007,4
39155,0.56,Premium,4,D,SI1,3,1723,5
39156,0.33,Ideal,5,H,VS1,4,743,4
39157,1.03,Ideal,5,J,SI1,3,4175,4
39158,1.25,Ideal,5,J,VVS2,6,5975,4
39159,1.06,Ideal,5,F,VS2,5,7075,5
39160,0.9,Ideal,5,G,SI1,3,4036,4
39161,0.73,Premium,4,H,VS1,4,2468,4
39162,0.33,Premium,4,G,VS2,5,579,4
39163,1.14,Ideal,5,H,SI1,3,7079,4
39164,0.23,Very Good,3,H,VVS2,6,431,4
39165,1.08,Very Good,3,I,VS1,4,4790,4
39166,0.6,Premium,4,D,SI1,3,1814,5
39167,1.02,Premium,4,G,SI1,3,5226,4
39168,0.41,Premium,4,F,SI2,2,830,5
39169,1.01,Premium,4,H,SI2,2,3083,4
39170,0.53,Ideal,5,D,VS1,4,1813,5
39171,0.54,Ideal,5,D,VS2,5,1993,5
39172,0.5,Premium,4,H,IF,8,1971,4
39173,0.82,Premium,4,J,SI1,3,2283,4
39174,1.2,Very Good,3,H,SI1,3,6019,4
39175,0.26,Ideal,5,E,VVS1,7,599,5
39176,1.01,Ideal,5,H,SI1,3,4876,4
39177,0.33,Ideal,5,G,VS1,4,854,4
39178,0.4,Ideal,5,I,VVS2,6,770,4
39179,0.3,Ideal,5,H,VVS2,6,581,4
39180,0.7,Fair,1,G,I1,1,1138,4
39181,0.41,Ideal,5,H,SI1,3,1056,4
39182,0.37,Ideal,5,G,SI2,2,518,4
39183,0.56,Ideal,5,D,VVS2,6,2612,5
39184,0.43,Very Good,3,E,SI1,3,894,5
39185,0.5,Very Good,3,D,VS1,4,1893,5
39186,0.72,Ideal,5,H,VVS2,6,2752,4
39187,0.3,Premium,4,F,VS2,5,605,5
39188,0.56,Ideal,5,E,VS2,5,1792,5
39189,0.75,Very Good,3,E,SI1,3,3005,5
39190,0.84,Premium,4,H,SI2,2,2628,4
39191,1.05,Ideal,5,E,VVS2,6,9146,5
39192,0.39,Good,2,F,VVS2,6,990,5
39193,0.58,Ideal,5,D,VVS2,6,2617,5
39194,0.31,Ideal,5,G,VVS2,6,565,4
39195,0.9,Very Good,3,H,SI1,3,3388,4
39196,0.42,Ideal,5,H,SI1,3,898,4
39197,0.4,Ideal,5,E,VVS1,7,1333,5
39198,0.57,Premium,4,E,SI1,3,1406,5
39199,1.01,Very Good,3,G,VVS2,6,7234,4
39200,1.05,Ideal,5,I,VS2,5,5697,4
39201,0.79,Ideal,5,E,SI2,2,3390,5
39202,0.38,Very Good,3,G,SI1,3,666,4
39203,1.5,Ideal,5,G,VS2,5,13154,4
39204,1.15,Very Good,3,D,SI2,2,5186,5
39205,1.51,Premium,4,F,SI1,3,11666,5
39206,1.0,Fair,1,G,SI1,3,3304,4
39207,0.39,Premium,4,E,VS1,4,1026,5
39208,1.01,Fair,1,F,SI1,3,3197,5
39209,0.51,Premium,4,D,VVS2,6,2087,5
39210,0.74,Very Good,3,G,SI1,3,2690,4
39211,2.01,Very Good,3,E,SI2,2,17024,5
39212,0.36,Ideal,5,H,VS1,4,631,4
39213,0.32,Premium,4,F,VVS1,7,990,5
39214,1.2,Premium,4,F,VS2,5,8266,5
39215,2.01,Premium,4,F,SI2,2,14067,5
39216,0.32,Ideal,5,E,IF,8,1018,5
39217,0.32,Ideal,5,D,SI1,3,715,5
39218,0.9,Very Good,3,H,VVS2,6,4186,4
39219,1.5,Very Good,3,E,SI1,3,10626,5
39220,0.43,Premium,4,E,SI1,3,739,5
39221,1.7,Premium,4,I,VS1,4,8840,4
39222,0.53,Ideal,5,E,SI1,3,1415,5
39223,0.5,Very Good,3,F,VVS1,7,2122,5
39224,0.24,Very Good,3,D,VS1,4,419,5
39225,0.54,Ideal,5,E,VVS2,6,2616,5
39226,1.5,Fair,1,E,SI2,2,7459,5
39227,2.18,Very Good,3,I,SI2,2,12220,4
39228,1.02,Very Good,3,H,SI2,2,4004,4
39229,1.51,Premium,4,G,VS1,4,13638,4
39230,0.51,Fair,1,E,SI1,3,1237,5
39231,1.51,Good,2,H,VS1,4,11512,4
39232,1.14,Premium,4,D,SI1,3,6256,5
39233,0.4,Premium,4,F,VS1,4,982,5
39234,0.71,Ideal,5,I,VS1,4,2525,4
39235,0.7,Very Good,3,F,VS1,4,2604,5
39236,0.7,Very Good,3,G,VVS2,6,3235,4
39237,0.35,Ideal,5,G,VS1,4,706,4
39238,1.5,Very Good,3,H,SI2,2,8184,4
39239,0.94,Very Good,3,E,SI2,2,3963,5
39240,0.41,Good,2,D,SI1,3,707,5
39241,1.31,Premium,4,H,VS1,4,5722,4
39242,0.9,Very Good,3,H,SI1,3,3388,4
39243,1.52,Ideal,5,G,VS2,5,12161,4
39244,2.06,Ideal,5,G,SI2,2,18293,4
39245,0.7,Good,2,G,SI2,2,1948,4
39246,1.14,Premium,4,G,VS2,5,6144,4
39247,0.7,Premium,4,H,VS1,4,2367,4
39248,1.5,Premium,4,G,SI1,3,10618,4
39249,1.57,Ideal,5,H,VS2,5,12004,4
39250,0.46,Very Good,3,F,SI2,2,859,5
39251,0.73,Fair,1,F,SI2,2,1631,5
39252,0.9,Ideal,5,G,VS1,4,4531,4
39253,0.41,Ideal,5,D,VS2,5,1007,5
39254,0.31,Good,2,F,VS2,5,583,5
39255,0.3,Ideal,5,H,VS1,4,675,4
39256,0.31,Premium,4,E,VS1,4,942,5
39257,0.34,Ideal,5,D,SI1,3,803,5
39258,0.3,Good,2,D,SI1,3,552,5
39259,0.52,Ideal,5,H,SI1,3,1245,4
39260,0.33,Premium,4,G,VS1,4,854,4
39261,0.43,Ideal,5,H,VS2,5,778,4
39262,1.18,Premium,4,E,SI2,2,5181,5
39263,1.21,Premium,4,J,VVS2,6,5674,4
